	SMALL LoBM LoOP	ME1 BM1 OP2	ME1 BM1 OP3	SMALL LoBM HiOP	ME1 BM2 OP1	ME1 BM2 OP2	ME1 BM2 OP3	ME1 BM2 OP4	ME1 BM3 OP1	ME1 BM3 OP2	ME1 BM3 OP3	ME1 BM3 OP4	SMALL HiBM LoOP	ME1 BM4 OP2	ME1 BM4 OP3	SMALL HiBM HiOP	BIG LoBM LoOP	ME2 BM1 OP2	ME2 BM1 OP3	BIG LoBM HiOP	ME2 BM2 OP1	ME2 BM2 OP2	ME2 BM2 OP3	ME2 BM2 OP4	ME2 BM3 OP1	ME2 BM3 OP2	ME2 BM3 OP3	ME2 BM3 OP4	BIG HiBM LoOP	ME2 BM4 OP2	ME2 BM4 OP3	BIG HiBM HiOP
198501	17.3265	17.2256	12.9839	14.2622	12.8249	11.8737	12.7024	10.0709	12.8320	10.0083	8.6997	7.8239	8.8075	9.9810	7.0965	9.4152	9.2815	11.7796	11.6848	9.9067	11.5624	7.8824	7.6577	6.8078	8.6200	9.3446	7.7335	6.8618	7.3229	3.8308	4.1850	7.0840
198502	2.6344	1.5793	2.6632	3.7699	2.5263	2.7724	2.0489	2.7700	2.5012	4.4246	2.7997	2.1070	2.9275	2.3953	1.1621	1.9749	-2.2779	-1.1947	-0.0186	1.9665	-1.9072	-0.6246	3.5241	4.1115	0.7645	1.5829	5.2497	0.0508	1.6867	1.9794	3.5124	0.2510
198503	-4.7242	-4.4731	-3.4682	-2.0660	-4.2517	-5.0201	-2.1802	-0.7552	-2.5918	-1.4864	0.9414	1.6620	-2.4343	2.9871	2.6871	1.1183	-5.9768	-4.5601	-3.7821	-0.5128	-1.4395	-0.0829	2.1277	0.7497	0.4200	-1.0630	0.3059	-2.1113	0.6834	3.6548	3.6869	-4.7660
198504	-3.1931	-4.4639	-3.0188	-0.7339	-3.6482	-1.8765	-1.2775	1.7227	-1.8389	-0.1922	0.2746	4.5547	-0.3797	0.4922	2.8150	4.4737	-4.4115	-1.3078	-1.7754	-0.9555	0.4728	-0.8807	-3.9827	-2.6850	-1.4324	-0.6480	2.4243	-0.2625	-0.0967	2.2557	3.6896	2.4045
198505	1.6825	4.1302	4.6896	5.4766	1.7778	2.2849	3.0654	5.3611	3.3605	2.4583	4.9549	4.7170	2.7946	2.4198	4.0844	4.3803	2.9005	1.5288	6.5624	6.5143	6.7867	8.1808	7.7548	7.2372	5.7732	9.0846	3.4780	6.0171	6.5951	4.1149	5.1151	4.4308
198506	-1.4573	0.7159	0.4950	3.0000	-0.4618	-1.5005	1.9426	4.2336	-1.9314	1.9850	2.8471	6.0380	-1.4503	1.8341	3.7815	6.0926	2.7291	1.9845	2.5075	0.5196	2.2356	0.7069	2.9443	3.0517	1.3652	1.7395	0.8923	1.3758	2.8167	3.4290	-0.6420	0.2198
198507	1.2688	4.8562	2.0741	2.9724	5.0379	3.2108	2.5434	2.4153	4.1725	1.6945	0.7100	0.4881	3.2676	1.3309	-0.9938	1.3100	-3.3242	1.4795	1.2304	0.3286	2.5310	-0.8653	-1.2604	-1.5590	-0.9603	-1.0124	-1.4000	-1.6599	-0.5021	-2.3381	-1.5806	-2.6596
198508	-0.2241	-3.0240	-2.7217	-1.9956	0.3744	-2.4368	0.0058	0.5892	-2.7939	0.3465	1.0865	0.3376	-2.0076	0.8291	2.5522	4.2838	-3.4328	-1.9565	-2.4254	-1.3618	-0.0453	0.0988	-0.2999	1.8149	-1.0511	-0.6487	0.4147	-1.6083	0.6503	1.7019	0.6909	-0.4975
198509	-8.3660	-8.1197	-7.7932	-6.3863	-7.7225	-6.5897	-3.4657	-4.4395	-5.4381	-3.2878	-1.5158	-4.5609	-6.7303	-3.0286	-3.4610	-1.2658	-2.0566	-3.8447	-5.6050	-3.7469	-4.4714	-3.1727	-0.3784	-3.0674	-4.4419	-4.4087	-2.6003	-3.1251	-5.3723	-3.5908	-2.5291	-3.9786
198510	2.0228	3.6832	3.3621	3.4777	2.3104	3.5834	3.0169	4.6336	4.1797	2.2743	4.3373	5.2955	2.0476	2.7313	3.7343	5.0766	8.5032	4.7104	3.6990	3.5465	5.0510	5.8460	2.8742	8.3589	5.7573	4.4852	4.2087	8.4093	4.2116	6.5600	6.1348	9.8778
198511	6.0329	7.6297	7.5006	8.5282	6.7344	7.6662	6.9144	8.5661	6.7597	6.2546	6.1865	6.3460	7.5638	5.1083	7.5957	3.6154	9.3620	9.8826	11.4479	8.6529	8.6847	9.7829	7.3579	6.8941	7.2893	6.6323	3.4024	5.7402	5.5173	4.7182	2.0609	6.6959
198512	2.6009	6.6017	5.2415	5.0576	6.3816	5.7499	3.8813	4.5361	2.9408	3.2003	4.2491	1.9274	1.6570	3.0762	3.2218	5.6980	4.5914	3.2689	5.9802	6.7290	4.5296	4.2407	4.4532	4.7933	3.1336	5.4383	1.7994	4.1645	4.2068	4.8910	3.3865	4.2276
198601	4.6200	-0.0510	0.7486	3.0626	3.5947	-0.7031	2.6903	2.8979	2.3688	-2.1158	1.0156	2.1674	2.8171	1.8921	2.0393	3.4172	5.7549	0.5272	-0.2616	0.4046	6.9989	-3.0331	0.4744	1.7017	3.4519	2.1054	-0.5136	-0.2759	3.0915	-0.3082	0.7146	0.1502
198602	5.9285	5.4613	7.1499	8.2143	6.6322	6.8530	7.1167	8.5462	4.6942	5.3814	8.1654	9.8491	4.6466	6.5362	7.4150	6.2435	11.3171	8.2914	9.0176	6.7202	6.1102	8.0539	11.4356	8.5455	9.7949	8.7226	5.4394	9.1640	7.4965	5.9268	4.5172	12.4749
198603	2.7182	2.1429	5.6353	4.5860	7.1463	3.2427	6.3763	5.1406	4.8341	4.7156	4.7032	4.6365	5.0653	4.7244	7.0398	5.3249	5.8590	6.2298	6.0160	6.0879	3.7314	4.8610	7.8831	7.7026	4.7776	4.9016	5.3061	7.8605	4.6453	4.1874	4.5580	4.4899
198604	0.9490	4.0693	4.4200	1.7054	1.6106	0.6829	-0.2051	3.0251	0.3696	-1.1367	2.0140	2.1871	-0.3723	-1.9138	3.4264	1.5807	-4.5226	0.2215	-0.5091	1.5245	-2.4440	2.3284	-0.0214	-2.5941	-5.5225	-0.8284	-2.0604	-1.8519	-5.3705	-1.5835	-1.2492	-3.7499
198605	2.4009	2.5680	2.1036	4.7131	2.5688	4.1865	6.5553	6.3854	2.8670	5.0319	5.0731	4.8792	2.5141	2.9867	3.4679	3.3635	4.3784	5.6890	5.3167	5.7387	3.0298	5.0993	6.6629	4.0791	4.9130	6.0016	5.0751	7.5284	4.3742	5.8114	5.7600	4.1621
198606	-0.4612	-1.5998	0.4677	0.4575	-2.8252	-3.4735	1.2102	2.4055	-0.3587	-0.1398	2.8351	2.9450	-1.0117	3.0424	1.2204	3.5715	2.0975	3.4277	1.8821	1.7435	0.7479	1.5392	1.5271	3.3030	-0.6538	2.8713	0.6324	0.2795	1.0863	3.9287	4.1279	0.9072
198607	-11.1964	-10.0149	-10.9883	-10.4425	-13.6373	-9.1801	-8.4999	-4.9492	-11.9702	-8.3172	-6.9243	-5.3647	-10.5464	-6.6704	-0.9676	-5.5168	-8.7032	-7.1202	-5.5000	-8.1177	-4.2223	-6.5315	-6.7971	-6.7335	-6.3027	-4.4571	-1.6340	-7.7419	-3.0279	1.1450	-4.2698	-4.6676
198608	0.4220	5.1645	3.2657	2.0032	3.6900	2.6801	5.0612	1.9627	5.0473	4.0889	5.3411	3.0508	2.6125	5.6888	4.9231	4.2050	5.7597	7.7914	4.4073	3.3490	7.8766	5.2492	5.4497	6.2118	8.4850	8.4255	10.1690	11.5709	9.9688	7.6615	10.4731	11.8977
198609	-8.4863	-7.7165	-8.5895	-7.7889	-3.0218	-5.3255	-5.0433	-4.5874	-6.2825	-5.2495	-3.2086	-3.4346	-3.9093	-3.5571	-5.4612	-5.3609	-13.6446	-9.1718	-12.0223	-9.3991	-10.9451	-8.2874	-9.8390	-7.1566	-9.1609	-4.1461	-7.4520	-6.3049	-6.5321	-9.5891	-6.9398	-2.9204
198610	4.5059	2.5342	5.0544	4.4987	2.7499	2.8595	3.4658	1.8869	3.9609	3.4445	2.6399	1.2543	-0.4577	2.5974	1.9875	5.2489	5.7727	4.8260	8.1089	4.1570	5.8235	7.6705	8.2088	5.5618	5.7222	5.2127	2.5774	4.7175	6.6143	5.5348	5.0477	4.9164
198611	-2.7834	0.5684	0.3388	0.7184	-3.1960	0.2941	0.0159	-0.1670	-2.0988	-0.2708	0.5259	-0.7613	0.8231	2.5394	-0.6749	-0.2871	-0.8443	4.4658	1.2440	2.4659	1.7748	2.4342	2.4560	1.5775	0.4822	3.0892	1.4225	1.6038	1.7617	0.9501	2.1195	1.9139
198612	-7.2226	-0.5236	-2.3010	-2.3091	-5.4223	-1.5517	-3.5947	-2.5484	-3.3162	-3.4217	-2.3059	-3.2087	-1.8477	-0.1428	-3.0588	-0.1132	-0.2438	-0.5901	-1.0091	-3.3120	-1.2944	-2.8809	-4.2500	-3.0242	-4.8118	-4.5589	-1.2490	-2.6481	-2.8126	-2.7610	-4.8232	-0.4905
198701	11.7402	15.1461	14.2964	11.9989	12.9256	12.0828	10.7062	9.8248	12.2678	9.2776	10.9419	9.4272	9.8478	8.0560	9.2043	13.4451	11.9286	16.9061	14.6454	12.3660	17.7497	14.4416	10.3726	15.6717	12.3026	13.5688	12.4747	12.9655	11.9183	9.0183	14.7019	8.4956
198702	12.8227	8.8740	6.5709	9.4724	7.2784	6.6893	6.8056	5.9541	7.5099	6.2829	7.4365	4.7747	7.5881	4.8401	2.4592	1.9663	10.0271	7.6323	8.1347	7.9322	9.8661	5.0930	3.9673	1.7940	6.7286	4.5256	-0.4746	1.9025	1.2617	-1.2886	-0.2318	-0.9109
198703	3.3115	2.1793	0.6749	0.9761	5.0745	-0.8115	4.3620	3.5004	-0.1502	2.8759	3.5581	3.6124	5.3142	3.6670	2.4155	3.4797	-2.4288	0.2750	1.1582	2.3487	-0.0689	1.9796	2.4536	2.7253	-0.7619	2.5795	2.8867	6.3628	1.9077	-0.6069	5.0230	7.1905
198704	0.7136	-4.6100	-3.2363	-3.1700	-3.0470	-2.2752	-3.6084	-4.2246	-0.2707	-3.5532	-3.1194	-3.4068	-3.4418	-3.0143	-5.1682	-2.4255	-5.2756	-1.2756	-2.1466	-1.2566	0.5778	-3.0185	-1.7713	-2.7557	-1.0871	0.3950	-1.5206	0.3354	-1.9691	-4.7178	3.8327	-3.9333
198705	-1.4768	-0.9872	0.2396	0.3203	0.6854	0.0730	0.6488	-2.9518	1.2602	0.1690	0.6967	-1.2002	2.7302	0.7227	1.0867	-1.6894	-1.0279	4.5839	1.7365	1.1542	-1.4992	1.2130	0.1915	-0.1249	-1.2417	0.6187	-0.2100	0.9374	0.0101	0.5723	-0.2175	2.3903
198706	-2.5042	-0.2405	2.9878	2.9237	1.0768	4.8791	2.2990	4.0103	0.6118	4.9390	3.2497	2.5380	3.4330	3.1874	4.8140	7.2102	1.1607	2.5234	6.3036	5.0659	2.9284	4.5749	6.6285	5.1954	4.7268	3.3339	6.6005	5.1547	4.3864	4.8216	3.7632	6.9843
198707	1.6608	0.9273	1.5888	2.6820	1.2784	5.1228	4.7240	2.7036	4.2242	4.5688	2.2978	3.1575	6.2686	5.4110	5.4948	10.2922	4.2723	4.5598	6.4472	5.2458	3.9181	3.6579	3.5271	5.7751	7.8652	2.7456	3.6175	2.2061	4.4605	3.1945	3.0025	3.6462
198708	-0.9523	3.3113	4.3316	4.1237	2.9633	2.8134	4.0505	4.7499	3.4082	1.9133	2.3100	6.2414	1.0649	2.9312	5.8443	2.5068	2.5506	6.6551	3.4286	4.9505	6.8059	5.7664	3.9639	5.5762	4.3772	3.6639	4.3648	3.8767	1.8058	1.7626	6.0429	4.2871
198709	-2.6665	-2.7523	-3.0451	-2.4662	-0.3167	-2.8368	-0.9801	-1.5261	-0.7898	-1.3593	-0.8215	0.4831	-1.4527	-2.0281	-0.2466	1.3167	-1.8369	-1.4057	-0.9087	-3.1198	0.7009	-1.5227	-4.6432	-2.6182	0.1422	-1.2619	-0.5618	-3.7490	-1.3827	-4.0164	0.8982	-7.3294
198710	-35.4214	-33.4217	-31.9018	-31.3887	-33.6961	-29.0356	-27.9663	-27.0796	-30.1401	-30.8072	-20.4493	-22.9295	-31.0740	-26.9149	-26.0548	-26.2731	-27.0070	-24.2083	-20.7420	-22.6433	-21.1160	-24.0105	-23.9815	-25.8584	-25.9530	-18.0279	-13.7323	-19.8513	-21.1964	-18.6639	-14.2847	-23.3218
198711	-6.4529	-4.4282	-6.0974	-7.1019	-7.1007	-6.9646	-2.4755	-2.5989	-5.3155	-6.2721	-0.2441	-3.5141	-3.6908	-1.8315	-3.5562	-4.0257	-5.1059	-10.2039	-9.4487	-8.3442	-9.2053	-7.4179	-7.5856	-9.8056	-6.3964	-7.6155	-9.1828	-5.0488	-3.5342	-6.8637	-8.1230	-7.1937
198712	1.9334	13.3894	9.8668	10.7692	7.6680	9.5932	9.1089	5.6870	7.5757	6.6593	3.2118	5.3248	2.4929	5.4073	2.3981	11.8713	14.3128	10.0302	6.9287	9.3572	8.6291	9.2419	7.9861	9.1661	7.0220	5.8271	4.8516	5.0396	4.1927	7.4882	3.1833	4.2597
198801	4.6157	1.4229	2.5263	1.4781	7.4039	2.8478	3.9749	4.0679	2.9642	6.4201	8.3111	4.9309	5.3711	6.0531	8.4162	3.6411	5.5405	0.0775	2.5851	2.1559	1.8180	5.5885	0.5301	5.8580	3.7411	6.4323	9.0652	8.2767	5.2340	8.1228	10.4941	13.4519
198802	6.1615	7.8707	9.5620	9.2589	5.5986	7.4990	8.9373	8.3978	8.1905	8.3514	8.4694	6.2714	6.9666	6.6087	5.4311	8.3992	5.1094	3.6099	6.3082	5.2232	3.3975	6.4968	7.0733	6.5029	4.6991	4.2622	2.0172	3.5634	3.3158	4.6140	0.4743	5.3524
198803	2.6222	4.3419	2.1948	4.4286	5.0496	5.4663	3.9179	5.1545	2.5155	4.0750	0.8701	2.4462	5.2120	5.3140	-0.1872	2.2845	0.5738	-8.6184	-2.5881	-2.9736	-4.7693	-1.6534	-4.6455	-0.1621	-2.4109	-0.8689	-4.9828	-2.4212	-1.9332	1.4024	-2.5294	-3.7411
198804	1.2638	2.7866	1.2342	1.1158	2.1092	2.3232	2.4642	1.8673	4.2827	0.8833	1.4553	2.4532	3.2889	1.2623	4.2047	3.5643	-3.6221	0.7541	-0.8634	-0.8010	-0.1076	1.2656	2.2006	-1.2160	1.7042	3.3071	1.2122	-1.0034	-0.6404	2.8503	-0.1724	7.8926
198805	-3.2857	-2.6043	-3.5195	-2.9634	-2.1099	-0.7371	-0.8513	-2.5140	-2.1274	-2.4449	0.0907	-1.3296	-0.6851	0.8797	-0.5801	0.1493	-4.3256	1.0504	-0.1275	-0.1641	1.7261	1.4721	-0.1933	-1.2020	0.4786	-0.9350	3.3482	2.5817	1.7955	1.8284	1.7355	4.9842
198806	4.4771	8.4495	9.1954	8.1865	4.7128	7.2221	8.5990	6.8189	6.7569	6.0040	5.0594	5.1512	5.0121	7.8823	6.2552	10.0721	4.1309	4.7607	4.8591	4.5662	5.2651	6.1228	9.0282	5.5739	4.5090	2.7889	3.9430	9.4002	4.6801	1.9739	3.5898	7.9534
198807	-0.5419	-2.3528	-3.7855	-2.3467	-2.7186	-1.6361	0.0669	0.9037	0.2514	0.0604	-0.4586	3.4398	0.4013	-0.0467	0.1841	-0.5665	-0.2121	-5.0248	-2.3826	-0.7682	-1.2507	-1.2970	-1.7337	-1.6863	-0.6363	0.9038	-0.2267	0.5047	0.3238	0.1726	0.3316	0.7467
198808	-3.8607	-5.8054	-3.2386	-3.8589	-3.1600	-2.8523	-2.3495	-1.1240	-2.2935	-1.9223	0.3078	0.6469	-3.8884	-0.5795	-0.4311	3.1950	-2.5848	-7.7361	-4.5172	-1.8970	-2.9488	-6.4783	-3.2011	-3.6504	-1.4534	-1.0264	-2.4777	-2.7664	0.0268	-2.8255	-0.9457	-3.2022
198809	0.6901	3.3304	3.3946	2.7645	1.0759	3.2546	3.2144	2.4885	0.6680	2.5343	2.7773	6.0778	1.4340	4.7122	5.3004	2.5867	0.8600	4.3087	6.2074	5.8348	4.0725	2.1884	5.3740	5.4618	3.6339	1.4752	3.1500	4.7389	3.9481	2.7537	2.7544	8.2321
198810	-3.1682	-3.1623	-1.4547	-1.4574	-0.4255	-1.8442	-0.7379	1.1150	-1.3685	-0.2677	1.2822	0.5118	-1.5805	2.0951	6.2636	-1.5322	-2.3403	-1.4455	0.8942	1.8067	0.5586	4.1994	3.3784	6.3266	0.8053	1.1451	1.9509	1.6248	1.8675	4.8305	3.1643	-2.1398
198811	-5.2027	-4.2127	-2.6270	-3.4968	-2.0658	-3.1363	-1.6923	-3.9190	-2.5408	-2.9402	-2.3473	-2.5678	-2.2287	-2.1101	-2.5164	-1.0052	-0.7410	-5.5546	-0.5856	-1.9765	-1.6709	-2.4595	-0.9686	-1.5395	-2.3649	-2.2692	-1.5346	-0.1194	-1.2955	-0.0974	-0.5143	2.3796
198812	1.7541	5.3670	4.2468	4.1780	6.3997	3.5754	2.6013	4.2758	4.5088	4.8410	3.9624	3.8876	2.6866	2.7507	2.6024	3.0978	2.5247	7.2854	1.1704	2.9244	2.7603	2.7016	2.1184	2.6388	1.3745	1.7418	1.8624	-0.0104	0.9504	0.4242	0.5583	-0.9045
198901	7.6758	3.3227	5.6804	3.0780	2.8552	3.3339	3.8377	5.0544	5.7128	4.0625	4.6257	4.1265	7.6027	5.4213	4.1731	8.2498	10.5627	6.5471	7.5581	7.0250	5.7796	6.5057	7.9482	4.8097	5.2938	5.9225	7.3088	6.1593	6.9088	7.2032	6.9683	7.0277
198902	-0.0649	0.1428	0.4718	0.6264	1.0852	-0.8979	2.2428	-0.1011	0.5622	1.5409	2.5762	0.0909	1.8535	2.6142	-0.8445	0.7916	-2.4001	-2.1129	-3.3080	-2.4124	-2.6720	-3.7201	-1.7374	0.3941	-0.1230	-3.0079	-1.3190	-1.8525	-0.9425	-2.0545	-1.1140	-5.1966
198903	2.3899	2.0544	2.7798	2.5303	5.1064	2.7774	2.5396	3.4422	2.1511	1.7038	3.5636	2.8551	3.7106	3.2169	6.7420	1.6050	3.5368	-3.7447	1.2805	3.3069	5.0822	-3.1087	2.8955	2.5011	3.1204	0.5235	5.2258	0.8541	2.0193	2.6118	1.8058	12.5723
198904	2.4760	4.2272	4.5145	5.6400	5.1233	3.0360	6.4483	3.7551	3.8802	2.9322	3.8770	4.6453	3.2955	4.3767	5.1860	2.4824	5.6336	7.3609	6.9975	5.6380	5.2412	5.7107	6.0482	3.1006	6.0915	2.6269	6.9387	2.3512	4.7621	3.6423	3.1717	3.5015
198905	2.2171	4.4804	4.7270	5.4404	7.3906	2.7972	3.8111	2.8151	2.4019	3.6185	4.5849	3.6148	3.3297	3.0374	4.5285	3.8396	3.1315	2.5559	5.7881	4.6345	5.0285	1.1541	4.6106	2.8654	4.4363	2.2570	4.9150	6.5316	4.6333	3.5326	3.3164	4.9473
198906	-3.9168	-4.9024	-4.9903	-1.5546	-1.6738	-0.9783	-1.4827	-1.8443	-2.3640	0.6122	1.4108	-0.9220	-2.0318	0.9905	2.4830	1.6826	0.4320	-1.1726	-2.1393	-0.6811	-0.7296	0.7438	-0.9579	-1.4915	-1.6884	0.2708	-0.7186	-0.5146	0.5219	0.7113	0.6358	-2.5968
198907	3.5209	5.0820	4.7708	4.0723	5.3119	4.4707	4.4237	3.6818	3.3079	2.9707	3.7345	5.8869	2.1873	3.8049	2.1910	7.8812	5.9706	10.6354	9.4476	12.0256	10.3366	8.2631	9.6212	7.0904	5.7818	6.8471	7.6212	6.3853	6.4204	5.9026	7.1108	6.9952
198908	2.4973	2.4149	1.3703	3.5029	1.3139	2.4403	2.0133	2.8184	1.7339	2.9151	3.4106	5.4630	2.4270	0.2357	4.3456	3.3297	3.8399	1.6350	1.6342	-0.2380	2.6567	2.1809	2.2231	7.0663	4.1552	0.5255	2.4051	4.2164	1.1131	1.0326	8.9269	4.3493
198909	0.5993	-0.5812	1.5966	2.0538	1.0250	-0.8086	0.3803	-1.0882	0.6026	-1.1111	0.4225	2.2948	-1.5791	-1.6899	-0.1453	0.8348	0.2661	-1.0747	-0.0970	2.3498	0.6675	-2.5175	-1.9787	-2.5465	-1.8761	-0.6402	1.3617	-2.6177	0.3220	0.9221	-3.2949	-0.5039
198910	-6.1687	-6.1639	-5.5900	-4.5075	-4.6821	-6.1437	-6.3758	-5.4676	-6.4616	-5.1727	-3.7954	-5.4093	-7.2897	-4.2712	-6.5037	-11.3512	-5.1082	-2.3175	-1.2384	-0.1405	-2.3719	-3.0938	-4.4990	-5.8977	-5.0674	-1.2185	-2.9719	-8.2816	0.1383	0.7862	-8.1444	-9.8946
198911	0.5158	1.8348	0.9930	0.5154	2.5305	1.3161	0.8555	-0.4129	-1.2948	2.0591	0.7555	0.3655	-1.7159	1.4844	-0.0134	1.3454	-0.0420	3.0243	2.0285	1.5964	5.5294	3.2460	2.3143	-0.2788	2.7681	3.0972	1.7649	-0.8473	2.4414	2.0229	-1.3974	-6.5042
198912	-2.2622	0.4617	1.3693	0.4030	0.8502	0.4580	0.0269	-1.9047	-0.6482	0.0317	0.8346	0.5537	-0.4617	-0.1911	0.0785	-3.9435	-0.1434	0.6782	1.0616	1.3812	0.1981	1.0161	1.3447	2.6870	1.7622	4.3343	5.9454	-1.6790	2.2120	4.9051	-1.2207	-2.2923
199001	-5.8987	-6.1936	-10.3891	-10.1364	-9.2907	-8.2055	-6.4323	-9.8810	-8.5540	-7.5179	-6.7938	-6.3419	-7.7355	-9.1720	-7.3678	-7.4160	-12.6180	-9.1631	-7.6150	-8.0044	-4.7075	-4.4383	-6.2388	-5.8996	-5.9014	-7.0737	-8.3641	-8.6111	-7.1921	-6.9948	-7.6008	-4.0907
199002	1.4505	5.2103	4.5551	2.7916	4.9298	2.9118	1.4642	4.1271	2.9454	3.1056	2.3247	1.1153	2.3070	2.1885	1.8752	2.2061	1.7050	1.4652	-0.3734	0.6109	4.4181	1.4885	1.0408	2.0757	2.7155	2.0133	0.5563	2.7367	0.7968	2.6226	6.2686	6.0549
199003	1.4867	4.6153	5.0900	4.7020	4.3391	5.3998	4.9453	3.1183	5.3253	2.0665	2.5505	4.0359	0.7046	1.7412	5.2948	2.1372	-0.5846	5.7696	3.1371	4.6377	1.9807	3.0841	4.8806	2.8974	-1.0831	0.9176	1.6419	-1.0761	0.1738	0.5852	1.8790	-0.6094
199004	-2.0167	-3.6609	-3.4123	-2.4629	-2.0570	-3.2871	-2.5598	-4.1071	-3.6081	-2.8278	-1.9131	-4.5787	-5.4720	-4.4580	-4.4534	-6.1907	-6.5612	-3.5352	-1.1814	0.1742	-3.7357	-0.4006	-2.3780	-2.5249	-4.3857	-4.0229	-4.4238	-5.4176	-5.1628	-4.0913	-4.5122	-4.6730
199005	5.8638	10.5754	10.0681	8.4562	9.9018	7.8037	7.8821	7.0933	5.8044	5.3890	2.4955	4.3026	3.0465	4.0415	8.0816	1.7462	14.3430	8.9561	12.5015	10.7400	12.3769	10.3181	11.1732	8.2354	6.3253	7.2624	7.2970	7.2005	7.5617	6.9725	9.5685	7.3156
199006	0.7341	3.0789	2.8865	0.3001	2.6215	0.2452	1.0839	0.0003	0.1382	1.1315	0.0493	-3.2786	1.9838	-0.5413	-0.5434	-1.3182	-0.8580	1.2885	1.7912	2.2620	-1.0533	-1.0111	-1.2975	-2.7786	-1.0893	-0.7008	-4.2273	-4.0023	0.3903	-1.7732	-2.7028	-5.0658
199007	-6.0759	-3.7884	-4.3507	-4.1396	-6.4495	-4.0660	-2.7557	-2.6616	-4.3040	-3.0837	-2.4048	-3.3792	-5.9638	-3.3413	-2.2756	-12.7720	-6.5716	-4.5672	-1.5535	-0.5819	1.0285	-0.7425	-0.1859	-8.4987	0.8102	2.3650	-0.7858	-2.9370	-1.1586	-0.7671	-1.1515	-10.4779
199008	-16.6685	-12.4105	-12.6983	-15.2033	-16.2413	-12.0637	-12.4142	-14.6549	-13.4825	-9.4219	-9.7674	-8.4210	-13.0434	-12.7302	-10.8390	-11.1502	-14.0578	-12.6111	-9.2204	-8.4734	-8.4643	-10.7332	-9.8960	-12.3715	-8.0182	-6.5374	-7.9435	-9.4610	-8.8696	-9.3534	-12.7258	-11.2458
199009	-11.5988	-6.2130	-10.1073	-10.0196	-15.1049	-6.9182	-6.4074	-9.9810	-10.0803	-5.8785	-5.2692	-10.3893	-8.7921	-7.9788	-12.8811	-16.0625	-9.2641	-8.3207	-6.5416	-4.7523	-6.1520	-4.9477	-4.6824	-3.9301	-7.4819	-2.2682	-1.8817	-13.1034	-6.2373	-4.1334	-8.6151	-14.7979
199010	-8.1434	-9.4235	-4.0063	-4.7904	-6.4781	-6.8137	-6.2045	-5.8611	-6.8222	-4.7704	-1.3291	-5.4509	-9.6116	-7.9392	-6.4496	-9.2168	-3.4708	-7.1917	-0.1819	2.1097	-2.8353	-2.8223	-0.7778	-1.0716	-5.3572	0.1641	-2.0438	-5.8982	0.9245	3.9773	-4.7751	-10.2947
199011	6.5982	7.2571	10.6077	9.1454	5.8162	7.8289	6.2128	6.5047	4.4763	5.9539	6.2922	8.8355	3.7661	5.0564	2.5529	4.7190	18.2091	12.4448	8.1491	5.7857	6.2751	10.6609	5.6574	11.6448	7.8972	4.2422	8.2836	12.9950	5.6317	5.9180	2.7653	14.6298
199012	0.1666	0.4313	5.9156	5.7230	-3.9171	3.5671	3.3487	5.3234	2.4872	4.1502	3.1296	4.1712	0.1805	3.7007	6.3671	-2.5605	7.5053	3.2795	2.5689	3.5580	0.8561	2.8075	3.3210	9.0233	2.4336	2.8679	1.1168	6.6379	1.9800	2.9348	0.3782	6.0463
199101	7.7365	5.0470	10.4990	9.9730	12.5228	8.0315	9.3632	8.6067	8.9032	6.3344	7.2795	7.1675	13.1190	5.7502	8.7350	12.2598	9.8658	3.7767	5.2954	5.6615	2.4778	7.7301	3.3865	9.4554	2.6713	1.6595	5.9379	6.3206	3.8213	2.0988	8.7541	9.9027
199102	15.9262	10.2348	10.3985	11.2594	13.8369	11.3557	9.2477	11.3110	12.0529	8.0009	7.7866	9.7070	14.2166	12.3769	9.6362	18.2073	8.6303	10.8418	5.8199	8.7599	6.6657	8.5589	7.5491	5.6406	7.3566	4.6259	5.1923	9.2600	6.9784	5.9230	8.7954	12.3226
199103	8.6619	4.9293	7.1706	7.7386	11.6002	5.0611	5.4290	3.9064	8.1803	4.8701	7.1188	5.5930	9.7570	5.3527	6.1518	2.4389	10.6462	-0.2030	4.0056	4.7549	-2.0598	3.8326	2.8374	2.2934	1.3511	2.4203	-1.7040	3.5386	3.6285	3.3054	-0.4299	0.2061
199104	-1.7983	-0.5970	-0.5006	-0.1390	-1.6513	1.0810	0.9390	3.1199	-2.1751	1.5488	0.5606	7.1293	0.7978	1.6648	0.5625	-4.4733	0.1303	0.4200	-0.8749	-0.1143	-0.1791	-0.1039	0.8890	-1.2042	0.2225	0.7399	-0.2264	5.8450	0.4845	0.4282	-0.4806	6.2732
199105	2.4707	3.0450	4.2079	5.1216	3.6211	4.0986	7.1438	4.3042	2.9515	5.3746	2.1502	4.9398	2.0873	3.0809	-0.9625	3.3451	1.9682	4.7799	4.3160	4.3907	3.5684	6.0584	4.3369	2.1667	2.5838	1.0195	4.3797	7.2579	2.2681	4.2341	13.4924	5.6835
199106	-7.3297	-6.1808	-7.0175	-3.5551	-4.6351	-4.1556	-3.7954	-2.2444	-5.4848	-3.8555	-2.8322	0.3362	-7.4341	-3.4506	-3.6048	-11.2589	-8.3087	-8.0939	-6.1650	-3.7395	-7.4351	-6.4903	-3.9161	-4.2411	-5.2137	-2.1322	-5.2537	-7.9839	-3.8225	-2.9555	-4.3816	-8.0369
