	SMALL LoBM LoOP	ME1 BM1 OP2	ME1 BM1 OP3	SMALL LoBM HiOP	ME1 BM2 OP1	ME1 BM2 OP2	ME1 BM2 OP3	ME1 BM2 OP4	ME1 BM3 OP1	ME1 BM3 OP2	ME1 BM3 OP3	ME1 BM3 OP4	SMALL HiBM LoOP	ME1 BM4 OP2	ME1 BM4 OP3	SMALL HiBM HiOP	BIG LoBM LoOP	ME2 BM1 OP2	ME2 BM1 OP3	BIG LoBM HiOP	ME2 BM2 OP1	ME2 BM2 OP2	ME2 BM2 OP3	ME2 BM2 OP4	ME2 BM3 OP1	ME2 BM3 OP2	ME2 BM3 OP3	ME2 BM3 OP4	BIG HiBM LoOP	ME2 BM4 OP2	ME2 BM4 OP3	BIG HiBM HiOP
200903	11.3410	10.1261	7.4304	9.7903	13.1410	9.6845	8.3940	10.7919	11.8790	10.0528	7.8627	6.2109	11.4684	12.1231	21.7437	19.2777	11.5912	10.1385	8.8146	8.2234	10.8115	4.4415	10.4031	4.0210	9.7759	9.9329	7.5701	10.6675	11.0799	12.9233	10.8033	7.3437
200904	14.4496	11.7649	18.4335	20.4531	14.2591	15.8924	13.4605	19.1351	19.4790	12.0384	18.1535	22.1916	21.1324	21.0820	23.6342	14.2562	6.1913	12.3570	2.4540	11.5477	8.1905	11.0503	8.5038	3.3255	11.9766	9.4832	11.5526	10.1192	15.2497	15.7565	17.1235	24.3591
200905	7.7050	4.5681	1.0000	3.1633	7.3752	1.8700	0.6982	3.5715	3.2129	0.8657	0.5414	1.8644	3.9785	1.7041	7.3916	6.1427	7.0742	1.0592	7.6689	3.8862	6.5482	4.3065	4.0260	6.0281	5.3241	6.4367	4.6551	0.6361	6.1842	4.5982	11.7586	18.1382
200906	9.5771	7.5746	4.3183	0.9928	5.6583	3.6469	-0.2529	-1.9527	2.3429	2.1905	-0.9779	-2.4337	-0.7387	-4.3449	8.3748	11.1469	-0.4689	-0.2131	1.7852	3.0075	0.0352	1.4663	-1.2857	-1.3426	-0.8028	0.9495	-1.1197	-1.9344	-1.0165	4.1145	-6.7766	-8.4842
200907	6.7651	4.6203	7.3937	9.1834	10.6238	10.4120	10.3729	8.6412	12.5440	11.4970	11.3426	14.2911	13.9070	10.5917	15.9156	31.4957	8.6975	11.8379	4.4894	5.2907	6.7678	6.9462	9.0075	8.3427	6.2462	9.1518	10.3095	8.8589	9.6988	8.9815	7.6990	10.9659
200908	-0.7743	-0.5048	-0.1873	4.5849	5.1725	2.4751	3.7515	0.8588	3.0792	4.8434	6.0047	9.4258	11.5430	10.8115	11.9992	9.5218	1.2603	0.0912	0.7510	1.7931	1.8590	2.1930	3.6932	2.0235	4.3530	4.3008	2.2198	3.2062	10.7391	4.3504	3.1896	11.7296
200909	8.2081	4.0608	4.9084	6.7186	7.8169	2.7793	5.2633	10.0617	5.6052	4.7381	6.3434	12.0617	8.9177	10.2505	8.8578	6.5199	6.7009	6.4382	1.9075	3.1417	5.5592	4.0807	2.4613	4.5420	2.7937	7.3162	5.8482	3.4290	3.1568	9.3783	10.4769	6.0061
200910	-12.6429	-4.6514	-3.8572	-5.5650	-9.2596	-5.6614	-5.0055	-4.8869	-9.4860	-7.3811	-6.5307	-8.3975	-12.3818	-11.4185	-7.6439	-7.5422	-4.1127	-2.0977	-0.2714	0.6320	-5.0664	-0.3274	-1.2394	1.4370	-2.0137	-6.7166	-1.9761	0.2606	-6.1925	-5.3031	-2.2631	-13.0515
200911	1.9906	1.6970	0.9659	2.2695	3.2799	-0.0547	2.3432	4.5008	3.6959	4.1608	3.1654	2.8948	4.4328	3.3992	4.3390	6.4418	7.9625	6.2340	8.7518	5.7806	4.9896	5.3985	5.8615	5.6597	1.5746	6.9500	6.9758	4.1739	4.3256	6.3990	2.0322	15.0813
200912	8.2205	7.6437	7.4972	10.0336	8.1893	7.7901	7.2824	8.2858	8.0729	7.6350	4.4120	10.6385	9.2474	10.6786	10.5733	8.0942	3.3184	2.1841	2.1816	0.3879	6.6640	3.6643	3.6764	2.1588	2.8813	3.3900	4.0252	2.1946	1.1156	4.2361	2.9350	20.7490
201001	-3.9017	-5.0113	-2.9219	-3.4354	-4.4221	-2.0074	-1.0735	-4.7273	-2.3834	-3.1554	-2.4038	-3.9189	-2.1973	-1.8762	-8.0177	-2.2004	-4.7411	-4.1575	-2.6942	-4.2121	-5.1239	-6.3978	-5.0235	-4.7980	1.4336	-0.0561	-3.5936	-6.3343	-3.2318	-3.7811	-1.8552	-15.3180
201002	2.7308	2.7715	3.0929	4.8462	4.9339	3.9041	1.5394	4.7853	4.7015	7.4675	7.0639	6.9139	9.3415	8.6372	4.9049	11.3877	5.3316	3.4675	1.0645	3.1807	4.6012	2.9829	2.7598	4.7756	2.3535	2.4903	6.1261	3.3439	5.0696	4.9197	4.3149	7.1538
201003	6.2463	5.4430	6.4179	8.8154	8.7468	7.0730	8.9542	10.1382	8.3104	8.0527	6.7203	6.4628	11.2241	9.0479	13.3937	7.8946	8.4654	7.7277	4.5623	4.6194	2.3409	5.8978	4.8513	5.9774	6.0884	9.3344	7.5546	6.8224	7.4979	7.1339	5.7993	9.1164
201004	4.5125	3.4324	4.4822	5.5112	7.5466	3.6935	5.5327	8.1250	7.6894	7.4748	9.3616	9.5458	11.2642	6.9156	8.6809	11.3036	1.6140	2.1015	-1.3850	1.6943	4.4801	-0.0411	1.3598	5.9093	0.5240	2.4668	1.7280	6.6090	0.7221	6.0054	-0.9716	-1.6963
201005	-8.3724	-7.6647	-5.1868	-4.1148	-7.1340	-7.0624	-7.4161	-7.0446	-10.1009	-9.2282	-10.0732	-10.7328	-10.5435	-10.1332	-13.5442	-7.8786	-8.7113	-5.5869	-7.3080	-7.9529	-5.5799	-6.2008	-7.3362	-8.3122	-9.3611	-9.1036	-8.0260	-12.1456	-7.9628	-7.8062	-8.6491	-15.0442
201006	-7.1529	-3.6933	-5.0396	-7.2993	-7.1108	-6.2650	-8.4121	-9.3878	-7.4399	-8.4809	-8.2138	-9.5275	-11.2175	-15.5601	-16.2176	-14.8569	-5.7812	-3.1909	-2.3452	-4.7270	-4.7564	-4.3426	-6.0485	-7.7168	-2.8364	-6.9161	-6.0372	-8.3050	-7.5820	-7.9129	-12.1592	-15.5254
201007	8.6402	6.9185	6.4883	5.7950	5.8430	6.1162	8.2350	6.0416	8.4834	6.6244	6.4694	7.6078	5.9270	7.1811	5.9378	14.1782	7.5439	9.8807	8.2159	6.3981	6.3444	6.3197	4.7698	9.8002	8.0794	7.6027	8.5960	4.7454	5.2678	5.4114	10.7486	4.0590
201008	-6.0812	-5.5390	-4.6051	-8.8841	-9.6621	-8.0719	-7.7542	-6.5262	-8.7540	-8.2941	-8.5732	-5.9152	-9.7484	-8.3380	-9.3189	-5.1748	-3.1205	-6.7156	-2.9115	-3.8408	-6.5078	-3.6545	-4.5311	-1.3966	-4.3337	-3.8029	-0.9572	-5.2113	-5.9131	-6.8297	-9.6590	-13.0541
201009	15.1436	16.3584	13.0818	12.8790	15.2089	14.3590	11.6071	10.9728	12.5262	10.2491	11.8488	10.5217	10.6647	11.9957	11.1932	12.2700	13.7471	10.8225	11.2293	10.1512	11.6149	11.4455	7.8513	8.9647	10.2001	8.9245	7.8860	9.8977	7.7396	6.4865	7.2451	18.6214
201010	4.9404	3.9721	3.7327	4.1258	4.5092	6.1070	4.0902	5.7564	3.9313	2.2594	3.3055	2.7806	2.4299	4.5088	3.8853	4.9642	3.4973	2.9623	5.0884	4.9388	4.9489	3.8957	4.5818	1.9160	4.6961	3.4448	2.4946	1.4527	1.2013	-0.5853	6.1531	-6.4180
201011	2.6651	2.6367	4.5780	3.9442	5.9532	2.9641	3.4173	5.2405	3.7949	4.5746	4.3211	3.5390	2.5667	3.2366	5.0722	2.5300	6.3818	-2.8298	-0.3561	-0.2497	5.6373	2.8547	1.9692	1.8851	-0.5943	-0.9205	0.1245	1.1700	-0.3767	-0.9171	0.1577	-15.4078
201012	8.8412	9.1857	7.4292	5.9395	11.9131	8.7368	8.0733	5.7092	10.9062	9.4749	5.9806	6.8770	12.4710	8.2462	8.8685	11.6218	4.1294	4.4797	4.4966	4.9936	8.8155	6.1015	5.5001	6.6173	7.0619	8.4653	7.0418	4.4707	9.7767	10.3661	10.4042	6.5266
201101	-1.2643	-0.1306	-0.4092	-0.5208	0.7098	1.3970	0.3058	0.3247	0.4937	-0.1990	0.7061	-1.9335	-0.1379	0.5607	0.8429	-2.3740	2.3483	3.1527	0.8512	1.1261	8.4221	2.0667	3.9276	0.3903	1.3499	4.7005	1.2003	1.2141	2.1834	3.3098	2.6648	-24.2991
201102	6.4028	5.8449	7.8862	3.0757	7.0555	4.8066	4.7113	5.6260	6.3832	4.6622	5.6604	1.6684	5.2263	5.9710	8.2901	6.7235	4.3596	0.1990	1.3101	3.0209	6.8727	3.3549	3.2886	2.8024	4.8825	4.9426	4.3760	2.5904	3.9847	3.4651	4.3535	19.5816
201103	4.5799	1.4347	3.2436	3.0185	0.6156	2.6616	3.6144	3.8121	1.5747	2.7813	2.0093	-0.4032	0.4028	1.9878	3.9707	1.9482	-0.3648	-2.1014	1.3191	0.9538	-0.7359	1.7068	-0.8417	2.3383	0.0552	0.7580	3.5022	1.1760	-2.1840	-0.3930	-0.6047	3.4762
201104	3.2362	2.4000	4.2838	2.8804	-0.3961	2.7773	2.9775	1.3830	1.8457	3.0673	1.7802	2.5624	-0.5445	1.2405	1.0235	-2.4299	3.5960	3.5378	3.0465	4.0369	1.3266	4.5538	4.4095	1.4197	3.7011	3.1860	2.8593	2.9001	1.7964	0.0837	-1.5805	26.0918
201105	-2.3803	-0.7070	-2.0719	-0.1732	-1.0149	-1.7013	-2.2536	-1.0554	-5.4043	-5.0952	-1.5155	-2.4516	-3.0537	-4.0253	-3.6657	-2.5222	-0.5235	1.7319	-0.9844	-0.0254	-3.1988	-3.1044	-1.6146	0.3703	-2.1244	-1.1176	-1.4772	1.4232	-3.4524	-1.0049	-3.0366	-8.1039
201106	-4.0973	-2.4676	-2.1532	-0.3899	-5.4990	-2.0995	-1.6553	-0.9698	-1.9914	-1.9967	0.5610	-0.2754	-4.3255	-1.3343	-1.8440	-0.6210	-4.7472	-2.8534	-0.9508	-0.8692	-5.1440	-0.6522	-1.4523	-1.9954	-3.1034	-2.1221	-1.1616	-0.3673	-2.0092	-3.0358	-0.9953	-8.2846
201107	-7.0220	-5.9165	-3.2553	-2.8511	-4.8432	-4.8286	-4.7276	-2.4235	-3.2704	-3.1376	-2.5484	-2.6869	-3.1455	-3.6497	-3.3687	-6.6346	-4.2039	-2.4785	-1.6757	0.8586	-3.9859	0.1573	-2.7849	-2.7982	-4.0486	-2.9566	-1.6794	-3.6372	-4.6826	-4.4729	-2.6746	-7.5009
201108	-11.2535	-9.9837	-8.2173	-8.7738	-12.4333	-9.9001	-7.5467	-9.4459	-11.3301	-8.3264	-5.5322	-10.2412	-11.4340	-9.1301	-9.2029	-6.6182	-8.7500	-7.1906	-4.8053	-3.3166	-8.5141	-5.7742	-3.6988	-7.6872	-7.8795	-5.3750	-5.3167	-6.5350	-8.8901	-7.1702	-6.5655	-12.4912
201109	-11.5395	-11.9558	-9.9316	-11.4696	-13.5211	-13.4362	-9.8633	-12.7079	-13.1057	-9.2935	-9.1710	-6.8156	-11.8329	-11.3496	-10.3036	-14.1323	-8.1171	-9.9819	-6.2821	-6.4211	-9.6953	-8.3663	-4.3901	-5.0899	-9.9153	-7.6495	-5.7803	-5.9527	-10.4428	-6.4269	-10.7115	-12.6723
201110	14.2767	17.8032	14.9010	15.9910	16.1292	15.7183	15.9116	15.2939	17.5175	14.1409	13.1983	17.0172	11.9594	13.8419	9.8094	13.2553	11.1817	15.4085	9.6197	9.4105	18.5960	13.9301	9.0587	11.4670	14.5326	11.2210	10.2094	11.0434	13.4598	10.3324	11.0639	12.8464
201111	-4.0576	-4.5781	-1.5696	0.4872	-1.4440	-0.8354	0.4006	-2.9778	-0.2045	0.2846	1.3429	0.7112	-1.2615	0.2374	1.8059	-0.0117	-0.0385	-3.6479	-2.5003	0.5762	-1.5388	-0.6094	1.9579	0.0376	-0.5455	3.7842	-0.3385	1.7487	-2.9753	-1.1989	-1.6505	-5.5932
201112	-0.3725	-0.6173	-0.6433	-0.2099	0.4808	-0.3324	0.6897	0.8883	-0.5108	1.0317	1.8547	1.4201	1.5632	2.7672	-0.6077	1.7946	-2.4084	-2.6870	-4.8720	1.0167	-2.4553	0.3810	1.6623	0.4896	3.8338	3.4852	1.6442	-0.3246	-0.1441	2.1723	3.6255	1.6563
201201	11.6790	8.0587	7.5386	6.4351	8.8101	8.0384	6.3779	7.5519	7.8514	6.1573	5.4444	1.6758	6.0622	5.6989	3.4895	5.6628	10.8627	10.8888	5.8090	7.1785	6.2507	3.6633	1.9204	4.3899	5.1047	3.5872	0.4727	0.3814	6.6368	2.6501	4.3387	15.6234
201202	4.4082	2.0779	2.9145	3.6080	3.5819	1.9580	1.5719	0.5015	3.6941	1.4699	2.4775	2.6258	3.3415	3.9767	3.0164	6.7151	6.9246	3.6265	2.5774	5.8901	7.9033	4.0464	2.9558	2.2267	3.2612	1.9822	5.4705	4.8133	6.2722	2.6829	8.1012	5.0256
201203	3.3670	2.0754	1.5247	2.5394	3.6192	3.2609	2.2776	2.1459	4.2967	2.4485	2.7244	4.4163	2.8303	3.8782	2.5183	0.9409	6.7438	2.7326	3.2556	4.1802	1.2135	3.5235	1.2282	2.9031	1.9872	2.3535	0.4456	-0.1680	4.3403	4.7160	5.5794	-0.1494
201204	-3.5619	-1.8917	0.5926	-0.9530	-2.8300	-1.2141	-2.1577	-3.8349	-2.2712	-0.9938	-3.0609	-1.7920	0.1378	-1.2560	-0.6359	4.8336	-3.4889	-2.6435	1.9793	-0.0455	0.2832	-1.7834	-0.6157	0.2320	-1.0912	0.2559	0.8026	-1.3749	-2.3363	-0.6471	-4.3051	-6.2339
201205	-6.7029	-8.1804	-6.0058	-5.9430	-8.4166	-7.5271	-6.7388	-6.0063	-7.1080	-6.3654	-5.2979	-3.2028	-6.2352	-5.8852	-7.4557	-3.3395	-7.5611	-11.2675	-6.9484	-5.5989	-11.4572	-8.4946	-3.4134	-5.1397	-4.0422	-5.9058	-4.2838	-8.2805	-7.7699	-5.7102	-8.4523	-5.0263
201206	9.8161	5.9147	4.8912	3.9506	3.6396	5.7651	4.1424	4.3896	5.6629	2.4528	3.4917	2.7061	5.0966	4.9607	5.9608	4.5975	1.6737	1.7649	4.5601	2.4474	4.2348	2.9125	4.6346	2.7146	5.4914	4.3917	4.7311	1.2708	5.1505	3.2868	5.8816	8.2022
201207	-4.4600	-3.8251	-0.8609	-2.0430	-3.6258	-0.6847	-0.9998	-0.0503	-2.0551	-1.6223	0.4726	-1.7315	-2.4061	-1.4838	-2.9410	-2.8752	-5.0519	0.5891	0.0823	1.0517	1.1641	2.9377	2.8157	0.9497	1.4260	1.4514	1.0084	3.1439	-0.9057	-0.3296	1.8366	0.2110
201208	2.1483	5.6454	4.8173	2.2196	3.1802	4.4286	2.5504	3.3570	4.1184	3.0515	3.4262	4.9159	3.6881	2.7731	3.8929	2.1260	7.0598	3.3575	2.7495	2.7269	5.1446	3.8816	0.3166	1.9226	2.8601	0.2187	0.6189	3.9835	4.3143	3.9088	2.3776	5.0335
201209	4.5663	1.1347	3.6709	3.1836	5.3010	3.0769	3.5342	2.4140	3.4859	2.7275	4.9848	2.9755	4.1216	4.3871	4.2154	9.4188	4.9012	2.4147	1.9214	1.4813	2.8312	4.0958	1.2349	1.9432	2.9388	4.3693	2.1631	3.8061	4.0134	3.0505	5.1864	4.0688
201210	-7.4580	-1.1051	-1.9926	-3.2015	-3.7218	0.8978	-0.9314	0.7713	-1.4479	-1.5416	-1.4491	-2.4583	-1.7610	-0.0573	1.2128	-0.0835	-7.3476	-6.7358	-1.8177	-3.5666	-3.0037	-2.8870	0.9436	-0.1860	-1.7818	-3.1712	0.0235	-4.3199	2.3423	0.9980	-1.4464	3.4338
201211	0.1272	-1.0621	2.1657	1.8060	0.4280	1.4566	0.9774	2.8496	1.8550	0.9392	-0.9568	-0.5095	0.8169	-0.1902	2.3100	4.6544	6.4331	5.1420	3.2926	0.7312	1.9806	2.3679	0.1610	-1.7123	0.2769	1.4491	-2.2881	-1.1007	-0.6034	0.5024	-1.2521	0.0934
201212	1.7240	4.2593	1.8556	3.6790	3.5540	3.3967	3.2003	3.0867	5.0119	4.4347	4.0285	2.4869	4.8161	3.9031	3.7668	5.1662	3.2939	0.5831	0.3718	-1.1193	1.6722	0.2670	0.0322	-0.0222	2.4861	1.1213	1.6040	2.0565	4.0697	4.8731	4.5733	6.9818
201301	7.9200	6.8176	6.4477	5.8578	7.0360	5.8382	5.6940	7.1526	6.3943	7.0987	5.3489	9.9353	6.3140	5.2629	3.0499	6.2820	4.5417	6.2110	7.0312	2.7643	5.0893	6.1107	4.7443	4.4136	7.1689	6.3680	5.6843	6.6254	8.4030	6.2843	7.0109	4.9162
201302	0.6595	2.3963	0.7798	0.6714	-1.8700	0.6521	1.4839	0.3533	4.0330	1.6645	-0.3583	0.4082	0.8731	1.2890	0.2006	5.2766	-2.7733	-0.6147	0.8532	1.2194	-1.3392	1.4643	3.3553	0.2951	1.7737	2.0616	0.0768	3.0315	2.0414	0.6877	2.9780	-2.0662
201303	4.7135	3.6145	4.7726	6.0137	4.6766	4.6241	3.7842	5.8344	5.2434	4.6963	3.1647	4.5946	5.2267	4.0078	4.6434	4.2786	4.3407	3.1419	3.9255	3.6646	3.6112	2.5983	4.8520	3.3866	6.4012	2.6695	4.5700	3.4186	4.2762	5.2434	3.2396	4.4782
201304	-0.3858	-1.5834	0.2534	-1.0864	0.2786	-1.5819	-0.8177	-1.2092	-1.5400	-2.0664	-1.5562	2.5530	0.5391	-0.9438	7.1899	0.1282	3.1060	-2.1870	1.9174	2.2444	-2.8527	1.4587	2.6666	1.4540	1.2537	1.5260	3.4907	1.6850	2.4606	0.7143	0.8219	-0.2922
201305	5.1259	9.4316	4.2336	4.4148	3.2117	6.1254	5.3303	4.5517	4.7591	6.5352	4.4924	2.5617	4.9760	4.9470	7.7499	5.2358	6.2617	3.5336	1.5253	1.9519	1.9227	3.5108	0.5592	3.0233	1.0781	1.0919	-0.5899	2.7985	5.6153	4.5626	8.4238	9.1755
201306	0.4674	-0.2216	-0.1213	0.1899	0.6661	0.9709	-0.7697	1.1286	-0.3619	0.2013	0.3560	-5.8263	1.2801	0.5092	-3.1076	-2.5738	-4.2376	0.1871	-2.9902	-2.9966	-2.0713	-0.1774	-0.5432	-0.2159	-0.4398	0.5477	0.3744	-3.2672	-2.0303	-0.6360	-1.0259	-3.6563
201307	9.8260	5.2088	7.4435	6.3242	7.5717	4.9752	7.4202	7.0050	7.8139	7.3935	7.3729	13.3725	6.7696	7.7088	8.5961	9.6680	18.4755	5.9052	4.2851	6.1708	4.4052	4.6723	6.0373	0.5113	4.9597	5.5223	5.3095	1.3040	6.6844	5.6936	5.0804	4.6718
201308	-1.3350	-0.6915	-2.0524	-1.0625	-3.6749	-2.2961	-4.8875	-2.7530	-4.4154	-3.8532	-4.4318	-3.7877	-2.9042	-4.4641	-3.2856	-2.4725	5.0643	-3.4660	-2.9919	-1.4776	1.0796	-2.3343	-3.4807	-0.1094	-3.6541	-4.6382	-2.1548	-2.1318	-3.8786	-5.2382	-2.5287	-6.7951
201309	5.9362	7.6517	5.0124	6.9103	8.1853	6.4424	6.8180	4.9721	7.3998	6.2908	5.1876	6.2927	5.8718	3.7546	5.8857	7.4041	10.3878	7.8005	4.3407	3.3008	4.9030	3.9884	2.8309	2.2530	4.0758	3.1491	3.0496	3.7199	3.1335	2.1145	1.8873	-2.1288
201310	-3.7386	1.0043	4.8974	3.6528	-1.0644	0.7683	4.8519	4.3921	3.4846	3.7123	4.1436	7.9219	2.6614	3.2802	6.1955	6.4112	-3.5600	6.4605	3.6761	5.3418	0.5650	5.6873	3.4534	4.9122	4.9280	4.2495	4.0978	5.5780	3.8419	3.5356	5.2958	11.0220
201311	5.2346	2.8915	5.2371	5.0765	3.2954	4.3047	3.2790	4.7582	4.4888	4.8055	5.0635	1.3046	2.9793	5.9960	5.0708	4.6247	-0.2066	3.9416	3.0732	3.2623	0.6486	2.3309	3.7615	5.0181	1.5259	1.2935	2.6424	2.6177	4.0528	4.0877	2.0165	6.7206
201312	2.6954	1.5044	1.0554	2.0478	6.7470	2.7434	2.0841	3.2426	1.7853	2.2416	1.5550	3.1853	1.7287	1.5056	1.7998	2.7786	6.9458	3.1319	3.3209	1.7823	3.7167	3.3013	2.7255	1.4193	5.5286	2.8855	0.8159	6.5544	1.9324	2.1996	2.9123	0.6528
201401	8.6489	-3.9552	-3.2979	-4.7858	-0.4156	-5.2537	-5.4296	-5.9291	-1.0568	-4.3295	-4.7658	-7.1993	-2.7940	-4.3937	-1.4348	-4.9795	8.4751	-2.4274	-2.6872	-5.4596	-1.3413	-2.0210	-3.6962	-3.4374	-4.2881	-2.2709	-4.4228	-4.5299	-4.1155	-2.9072	-3.1197	-5.8605
201402	5.7789	1.9313	3.7058	3.5412	5.5358	4.6563	4.7015	4.1037	8.4792	4.9825	4.0354	7.6002	5.9405	3.2440	1.9116	6.2276	9.1880	2.8344	5.1759	5.1183	5.5848	4.1681	5.6785	4.9855	3.4951	4.0818	5.3156	3.3791	3.1478	3.8711	3.0836	4.3557
201403	-7.6310	-3.6248	0.3342	0.2899	-1.1191	1.4713	1.3142	1.7741	-0.9871	1.3309	2.8067	2.5589	0.5341	2.3220	2.4650	4.1605	-11.9339	-5.2560	-1.1735	0.0243	-0.3982	-2.0182	1.2995	2.1212	0.0677	1.8764	1.6812	3.4624	3.2905	4.6158	6.2003	7.0538
201404	-10.4327	-5.4879	-4.0622	-2.9309	-7.5663	-2.9037	-2.6794	-2.0187	-3.0565	-2.4913	-2.9123	0.7172	-3.0614	-2.7562	-6.2973	1.1543	-6.6639	-4.3016	1.1788	2.1791	-1.9356	-1.8030	1.4782	0.4811	-0.0827	1.4285	0.7457	1.7061	-0.3320	-2.1340	1.6893	1.2821
201405	-0.4984	2.4898	-0.9330	-0.8664	1.6093	0.4903	2.0457	0.5570	-0.7965	-0.2461	0.2204	-1.9307	0.7930	-0.4415	1.7062	6.4755	5.5879	4.2598	2.2253	3.0177	0.8402	3.0692	0.9443	1.4011	1.9538	2.6436	0.9456	2.0599	1.2486	0.5343	4.3896	1.8533
201406	9.7740	7.6662	6.9146	5.0542	6.9395	4.3320	4.2862	4.5131	5.8666	4.1073	3.3637	5.6108	4.0972	4.7932	4.8722	3.5825	9.1285	4.7839	0.5456	0.9671	2.2415	0.9171	1.7655	2.3286	2.1788	2.1666	3.6097	5.3149	3.0211	3.8403	3.8992	3.9348
201407	-6.5948	-8.7583	-5.8111	-6.1524	-5.6970	-7.5574	-6.1726	-4.8218	-5.7307	-5.8935	-5.7156	-10.3057	-5.2484	-4.7844	-3.9762	-6.4837	-3.9301	1.0243	-0.5426	-2.5267	-3.0606	-2.8996	-1.2407	0.7159	-2.8634	-0.7611	-0.8648	1.0015	-2.1581	-3.2477	-2.1594	-2.6648
201408	5.8846	3.6819	3.8818	4.9571	3.3242	5.2463	2.7304	5.4638	6.7331	4.4724	3.6089	4.6240	5.0251	3.3634	3.3987	5.6675	10.6717	4.6279	5.5634	4.2508	5.6081	3.7955	4.6559	4.4578	3.8926	1.5669	3.2840	2.0702	5.2027	3.2481	2.2324	7.9126
201409	-6.2035	-4.1017	-5.2706	-3.1468	-5.1536	-4.5274	-5.1343	-6.0797	-7.4400	-5.9238	-3.7553	-6.6611	-7.9720	-7.0821	-6.5029	-6.2012	-3.1791	0.6152	-0.7623	-1.1410	-2.3996	-0.8868	-0.6293	-2.2024	-2.2480	-2.3932	-2.4063	-3.7917	-0.9131	-3.9511	-1.5984	-10.4481
201410	7.9059	8.7660	7.7560	6.5182	7.2010	7.2255	6.2881	1.9517	1.4410	9.6859	7.3322	0.1239	1.9618	5.0739	7.1355	-0.4539	0.4679	3.7118	2.5915	2.9791	1.1482	1.7962	2.9493	2.7645	1.9838	3.1521	1.5566	0.3195	1.1362	2.6494	0.2990	-5.1301
201411	2.1059	0.3934	1.3951	2.2872	0.7436	-0.4508	-1.9027	0.5766	-1.3857	-0.5056	-1.5021	-0.2862	-0.6785	-1.1319	-2.4972	-2.1024	-1.4746	3.0811	2.8955	4.4221	3.1064	0.6046	4.6936	4.7460	3.6294	5.1169	1.0174	5.5973	1.6130	-2.1995	0.0696	-15.9098
201412	3.3182	3.1245	2.3085	1.6006	4.4205	2.5705	1.6773	1.4623	4.4564	3.3938	4.1702	3.0306	1.5870	2.1146	2.0333	8.1677	-2.5742	0.3489	-2.4437	-0.3295	0.9540	0.4292	-0.5578	-4.4908	-2.2408	1.1878	0.6927	-1.9771	1.3437	2.6011	2.7172	-2.3623
201501	-2.1469	-4.1169	-6.0409	-2.4312	-2.0484	-5.6447	-4.8934	-3.8997	-5.0148	-3.6900	-5.9889	-6.6293	-5.0195	-6.5996	-5.0266	-8.2172	0.3170	-3.2914	2.5114	-1.7411	-3.9458	-4.2407	-3.7807	1.7169	-3.8957	-2.7069	-3.6334	-4.5074	-7.2095	-3.2820	-7.6635	-5.6566
201502	9.0648	8.9411	7.9301	5.8675	4.1744	10.2132	6.4594	7.7881	5.5059	5.2428	5.0444	5.7563	5.1996	6.6175	2.9323	5.3248	11.3939	3.9388	6.3548	5.9035	6.8171	7.2243	4.4531	7.7420	8.6580	7.3116	5.2845	4.5648	6.0868	2.6619	7.7571	5.8014
201503	1.0343	2.3078	3.3564	2.3205	0.5315	2.6128	1.4083	0.8280	0.1099	2.5253	2.7181	-0.2819	-1.2528	1.3459	2.6631	3.5120	-0.0873	1.6186	-1.3103	-0.9840	-0.0521	-1.1739	-1.9263	-2.4749	-1.8542	-0.7792	-1.7185	-4.5716	-1.4500	-0.6065	-1.6414	-5.5978
201504	-4.6922	-2.5021	-2.0992	-2.3177	-1.9116	-2.4204	-1.9743	-3.3827	-0.9442	-1.2774	-1.8811	0.4377	-1.2201	-0.5721	0.8764	-1.1236	2.4397	-1.7606	0.3882	-0.4368	-0.0309	-0.8028	1.6846	1.5042	2.4350	0.0716	0.8252	4.2814	1.2254	1.1174	2.8669	17.2573
201505	7.6441	1.3480	1.9910	1.7391	5.6079	2.2467	1.9545	1.0027	2.0375	1.9482	0.0173	-3.1469	-0.2382	1.5405	0.2508	-0.7515	3.5699	0.7096	2.9513	1.2473	1.7692	1.0975	0.1804	1.0605	2.9809	2.5722	0.6829	-0.1023	1.8269	-0.4936	1.0115	-10.0045
201506	2.1804	0.6023	4.2253	2.3109	-3.4834	0.6272	1.8172	-0.1720	-1.7092	0.2680	1.9459	0.0401	0.3090	1.6407	1.0996	1.7733	0.1215	3.3354	-0.5653	-1.1965	-2.2058	-1.6399	-3.6901	-3.2388	-2.3886	-1.2866	-2.0727	-1.1932	-0.6719	-4.0159	-0.5641	-2.5901
201507	-0.5693	0.3625	-0.1585	-0.3183	-4.4289	-2.7700	-0.8288	-3.5371	-6.2121	-3.0580	-2.0053	-11.0847	-8.3782	-3.6032	-11.3143	-24.8709	2.4888	2.5917	7.9171	1.5792	9.7171	3.6529	2.5694	-0.9713	-0.0342	1.7705	-1.4512	-5.4595	1.0671	0.2375	-7.4491	-26.9899
201508	-12.2533	-9.4543	-5.9595	-6.4585	-3.6647	-4.5458	-4.5684	-4.5172	-5.0327	-4.6482	-3.9607	-2.2907	-2.7627	-2.8496	-3.7524	4.7949	-9.9585	-6.3416	-5.3509	-5.9124	-3.8192	-8.3005	-6.6874	-3.7439	-4.9509	-5.8025	-5.8786	-5.8397	-6.1774	-6.1267	-5.1484	-7.4819
